incident_number,date_time_of_call,cal_year,fin_year,type_of_incident,pump_count,pump_hours_total,hourly_notional_cost,incident_notional_cost,final_description,animal_group_parent,originof_call,property_type,property_category,special_service_type_category,special_service_type,ward_code,ward,borough_code,borough,stn_ground_name,uprn,street,usrn,postcode_district,easting_m,northing_m,easting_rounded,northing_rounded,latitude,longitude,dist,time
113037091.0,28/06/2009 01:18,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,INJURED PIGEON TRAPPED ON LEDGE,Bird,Person (land line),Police station,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05011246,Ilford Town,E09000026,Redbridge,Ilford,10034922099.0,High Road,22306010.0,IG1,544309.0,186651.0,544350,186650,0.671781949922049,0.7201753256346111,0.5103980015634901,1
113265091.0,28/06/2009 13:01,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DOG LOCKED IN CAR,Dog,Person (mobile),DIY Warehouse,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000532,West Twickenham,E09000027,Richmond upon Thames,Twickenham,100023000000.0,Sixth Cross Road,22401847.0,TW2,514667.0,172042.0,514650,172050,0.3525753274065453,0.17427450438103376,0.54419019469299,13
113497091.0,28/06/2009 18:45,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DUCK TRAPPED BY FISHING LINE IN CENTRE OF LAKE,Bird,Person (land line),Park,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000116,Crystal Palace,E09000006,Bromley,Beckenham,100023000000.0,Thicket Road,20302199.0,SE20,534576.0,170498.0,534550,170450,0.30578416369322825,0.5351484864337356,0.3886111797156602,18
113630091.0,28/06/2009 21:37,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,BIRD TRAPPED IN NEETING,Bird,Person (mobile),Other outdoor location,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05000175,East Acton,E09000009,Ealing,Acton,12151266.0,East Acton Lane,20602069.0,W3,521167.0,180417.0,521150,180450,0.542091046948455,0.2959705662666986,0.3612318147671995,21
115812091.0,01/07/2009 13:21,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,CROW STUCK IN WIRING,Bird,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Bird,E05011482,Shirley North,E09000008,Croydon,Woodside,100023000000.0,Orchard Way,20500526.0,CR0,536578.0,166770.0,536550,166750,0.21866616811990752,0.5696845219247945,0.4608010112836055,13
117790091.0,03/07/2009 18:04,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,Redacted,Snake,Person (land line),Nursing/Care Home/Hospice,Other Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000365,Turnham Green,E09000018,Hounslow,Chiswick,100022000000.0,Clifton Gardens,21500282.0,W4,520814.0,178685.0,520850,178650,0.5023749981123743,0.2887991445463985,0.3834776916588441,18
121400091.0,08/07/2009 07:50,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000444,Forest Hill,E09000023,Lewisham,Forest Hill,100022000000.0,Sydenham Hill,22005552.0,SE26,534452.0,172089.0,534450,172050,0.34251667475086917,0.5336590141997569,0.36812008095185,7
122010091.0,09/07/2009 06:42,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DOG STUCK UNDER SHED,Dog,Person (mobile),Other private non-residential building,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000477,Canning Town North,E09000025,Newham,Plaistow,46016969.0,Clifton Road,22201355.0,E16,539488.0,181730.0,539450,181750,0.561517859525843,0.6299199579163379,0.3821659155393121,6
122114091.0,09/07/2009 11:10,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,CAT STUCK IN CAR ENGINE,Cat,Person (land line),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000423,Herne Hill,E09000022,Lambeth,Brixton,100023000000.0,Luxor Street,21900905.0,SE5,532028.0,175994.0,532050,175950,0.4339514292766218,0.49147514365496997,0.2577898116683406,11
122734091.0,10/07/2009 09:49,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DISTRESSED KITTEN STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000134,Gospel Oak,E09000007,Camden,Kentish Town,5028919.0,Lawn Road,20400310.0,NW3,527542.0,185149.0,527550,185150,0.6475291489743615,0.41411688912767597,0.2794398361007253,9
128281091.0,18/07/2009 21:33,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,INJURED DOG TRAPPED BEHIND FENCE,Dog,Person (mobile),Roadside vegetation,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000260,Parsons Green and Walham,E09000013,Hammersmith and Fulham,Fulham,34073354.0,Maynard Close,21000546.0,SW6,525958.0,177069.0,525950,177050,0.46226506691064845,0.3816275204561012,0.2986886238208532,21
129393091.0,20/07/2009 16:12,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA  GET CAT FROM TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000182,Northfield,E09000009,Ealing,Ealing,12082274.0,Creighton Road,20600470.0,W5,517601.0,179240.0,517650,179250,0.516898420063297,0.23059376890752542,0.4329745027134934,16
131792091.0,24/07/2009 11:42,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011095,Borough & Bankside,E09000028,Southwark,Dowgate,200003000000.0,Southwark Street,22502304.0,SE1,532215.0,180267.0,532250,180250,0.5322912906104419,0.4968933767384722,0.1799673720428197,11
132530091.0,25/07/2009 11:36,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,SMALL ANIMAL RESCUE,Unknown - Heavy Livestock Animal,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000054,Hale,E09000003,Barnet,Mill Hill,200102230.0,Selvage Lane,20039020.0,NW7,520680.0,192603.0,520650,192650,0.8231487919799864,0.292390710493547,0.4928956857185938,11
137549091.0,02/08/2009 12:55,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,FOX STUCK ON ROOF,Fox,Person (mobile),Shopping Centre,Non Residential,Animal rescue from height,Wild animal rescue from height,E05000460,Figge's Marsh,E09000024,Merton,Mitcham,48103248.0,Majestic Way,22104137.0,CR4,527882.0,169132.0,527850,169150,0.27827857074566065,0.4129895694991639,0.3689854197661475,12
143598091.0,11/08/2009 15:27,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000455,Abbey,E09000024,Merton,Wimbledon,48050228.0,Mill Road,22104413.0,SW19,526396.0,170068.0,526350,170050,0.3006990738982799,0.38643581769470753,0.3852606948547913,15
144140091.0,12/08/2009 11:47,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,ASSIST RSPCA WITH HEDGEHOG STUCK IN DRAIN,Hedgehog,Person (land line),Hotel/motel,Other Residential,Animal rescue from below ground,Wild animal rescue from below ground,E05000357,Heston West,E09000018,Hounslow,Hayes,100024000000.0,High Street,21500608.0,TW5,510762.0,177536.0,510750,177550,0.48116952322184353,0.10550829884872363,0.5481082967808417,11
151966091.0,23/08/2009 20:39,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT WITH PAW TRAPPED IN TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011469,Kenley,E09000008,Croydon,Purley,100021000000.0,Valley Road,20502396.0,CR8,532961.0,159601.0,532950,159650,0.05568852614232314,0.5006839385863298,0.4704075116322005,20
151984091.0,23/08/2009 20:55,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,HORSE IN DISTRESS,Horse,Person (land line),"Grassland, pasture, grazing etc",Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05011232,Thamesmead East,E09000004,Bexley,Erith,100020000000.0,Coralline Walk,20100359.0,SE2,547374.0,179464.0,547350,179450,0.5041852725427287,0.772195257255229,0.5111604669768536,20
157949091.0,01/09/2009 10:28,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED IN SHUTTERS,Cat,Person (land line),Single shop,Non Residential,Animal rescue from height,Animal rescue from height - Domestic pet,E05000036,Mayesbrook,E09000002,Barking and Dagenham,Barking,100010525.0,Gale Street,19900144.0,RM9,547608.0,184601.0,547650,184650,0.6223698776159786,0.7791649481744205,0.536591786183876,10
158888091.0,02/09/2009 13:49,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,PIGEON TRAPPED BEHIND SHOP SIGN,Bird,Person (mobile),Large supermarket,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000449,New Cross,E09000023,Lewisham,New Cross,200001000000.0,New Cross Road,22005521.0,SE14,536135.0,176932.0,536150,176950,0.4530689917665073,0.5665756324224739,0.344165606939449,13
159599091.0,03/09/2009 18:05,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,CAT TRAPPED IN CAR BONNET,Cat,Person (mobile),Car,Road Vehicle,Other animal assistance,Animal assistance involving livestock - Other action,E05000098,Queens Park,E09000005,Brent,West Hampstead,202070563.0,Winchester Avenue,20201918.0,NW6,524377.0,184063.0,524350,184050,0.6243155226699458,0.3559980272942352,0.3391760398377247,18
159971091.0,04/09/2009 09:59,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL TO ASSIST RSPCA WITH TRAPPED GULL IN NETTING,Bird,Person (land line),DIY Warehouse,Non Residential,Animal rescue from height,Animal rescue from height - Bird,E05000411,St. James,E09000021,Kingston upon Thames,New Malden,48130762.0,Burlington Road,22100936.0,KT3,522013.0,168011.0,522050,168050,0.2557603341049511,0.30596254445643756,0.4792263776129146,9
161542091.0,06/09/2009 13:20,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT TRAPPED BETWEEN TWO WALLS,Cat,Person (mobile),Other outdoor structures,Outdoor Structure,Other animal assistance,Animal assistance involving livestock - Other action,E05011253,Valentines,E09000026,Redbridge,Ilford,100022000000.0,Auckland Road,22302592.0,IG1,543979.0,187521.0,543950,187550,0.6920403688531508,0.7146155169264551,0.5138155972720185,13
166508091.0,13/09/2009 11:28,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT LOCKED IN GARAGE,Cat,Person (land line),Private garage,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000191,Southfield,E09000009,Ealing,Chiswick,12097296.0,Ravenscroft Road,20601427.0,W4,520373.0,178805.0,520350,178850,0.5053809438311584,0.28082992269357465,0.3901170209052635,11
169251091.0,17/09/2009 13:59,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,Redacted,cat,Person (mobile),"Roadside furniture (eg lamp posts, road signs, telegraph poles, speed cameras)",Outdoor Structure,Animal rescue from water,Animal rescue from water - Domestic pet,E05000520,Hampton,E09000027,Richmond upon Thames,Twickenham,100022000000.0,Cleveland Avenue,22401375.0,TW12,512755.0,170394.0,512750,170350,0.3155830996032062,0.13888016240209958,0.5818851029198112,13
173090091.0,23/09/2009 07:03,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,FOX WITH TAIL TRAPPED IN FENCE,Fox,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,Animal assistance involving livestock - Other action,E05000561,Nonsuch,E09000029,Sutton,Sutton,5870005097.0,Moreton Road,22601732.0,KT4,522530.0,165604.0,522550,165650,0.20001119884248572,0.3142984248684117,0.4947761989020889,7
173361091.0,23/09/2009 16:40,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH RESCUE OF SWAN FROM SEWAGE WORKS,Bird,Person (mobile),Lake/pond/reservoir,Outdoor,Animal rescue from water,Animal rescue from water - Bird,E05000362,Isleworth,E09000018,Hounslow,Heston,200004000000.0,Mogden Lane,21500768.0,TW7,515436.0,174840.0,515450,174850,0.4166495509143523,0.1893958988029855,0.5090982714565041,16
175126091.0,26/09/2009 11:15,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (mobile),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000174,Ealing Common,E09000009,Ealing,Acton,12089284.0,Almond Avenue,20600049.0,W5,518023.0,179392.0,518050,179350,0.520175799265453,0.23833435813988377,0.424335963594886,11
176658091.0,28/09/2009 12:08,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,ASSIST RSPCA WITH CAT UP TREE,Cat,Person (land line),Tree scrub,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000090,Fryent,E09000005,Brent,Hendon,202037766.0,Townsend Lane,20201708.0,NW9,520859.0,188244.0,520850,188250,0.722612106425618,0.2937616168999978,0.4501639268088956,12
181318091.0,05/10/2009 09:58,2009,2009/10,Special Service,1.0,3.0,260,0.1926605504587156,SMALL ANIMALS IN DISTRESS,Unknown - Wild Animal,Person (land line),Lake/pond/reservoir,Outdoor,Animal rescue from water,Wild animal rescue from water or mud,E05000195,Chase,E09000010,Enfield,Enfield,207178584.0,Forty Hill,20702687.0,EN2,533705.0,198583.0,533750,198550,0.953383023411088,0.5328035638826915,0.471184446899514,9
181559091.0,05/10/2009 17:49,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DEER TRAPPED IN FENCE,Deer,Other FRS,Secondary school,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000310,Gooshays,E09000016,Havering,Harold Hill,100024000000.0,Settle Road,21301584.0,RM3,555153.0,192679.0,555150,192650,0.8032646676955072,0.9209934266864698,0.6861203750071893,17
183265091.0,08/10/2009 12:50,2009,2009/10,Special Service,1.0,2.0,260,0.09724770642201835,DOG TRAPPED IN HOLE IN CHURCH YARD,Dog,Person (land line),Cemetery,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009376,Homerton,E09000012,Hackney,Homerton,10008463064.0,Homerton High Street,20900533.0,E9,535758.0,185118.0,535750,185150,0.6419021664709533,0.5637026479755379,0.3535321838249048,12
185873091.0,12/10/2009 15:24,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UNDER SHED,Cat,Person (mobile),Private Garden Shed,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000121,Mottingham and Chislehurst North,E09000006,Bromley,Eltham,100020000000.0,Framlingham Crescent,20302308.0,SE9,542562.0,171672.0,542550,171650,0.32783262837627136,0.6807241044073454,0.5076015474759696,15
189058091.0,17/10/2009 13:30,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DISTRESSED CAT STUCK UP TREE,Cat,Person (land line),Heathland,Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05011219,Bexleyheath,E09000004,Bexley,Bexley,100020000000.0,Martens Avenue,20100936.0,DA7,550435.0,174969.0,550450,174950,0.39857144508985787,0.8254373053314632,0.587048641085216,13
192366091.0,22/10/2009 12:14,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK INSIDE BUILDING,Cat,Person (land line),Private Garden Shed,Non Residential,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05009371,De Beauvoir,E09000012,Hackney,Shoreditch,100021000000.0,De Beauvoir Road,20900318.0,N1,533197.0,184026.0,533150,184050,0.6183073487968498,0.5165510992921418,0.2800999785790881,12
192841091.0,23/10/2009 07:27,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,RUNNING CALL KITTEN WITH HEAD STUCK IN BONGO DRUMS,Cat,Person (land line),Fire station,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05000484,Forest Gate South,E09000025,Newham,Stratford,46099182.0,Romford Road,22208081.0,E15,539571.0,184672.0,539550,184650,0.6292449618861127,0.6329014768540477,0.4181235642725744,7
192957091.0,23/10/2009 12:39,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,DOG TRAPPED IN BARBED WIRE IN WOODS,Dog,Person (mobile),Park,Outdoor,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000563,Stonecot,E09000029,Sutton,Sutton,48083368.0,London Road,22103999.0,SM4,524750.0,166750.0,524750,166750,0.22517946927074997,0.3550785676754868,0.4502271626634666,12
194175091.0,25/10/2009 09:35,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT STUCK UP TREE,Cat,Person (land line),Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,Animal rescue from height - Domestic pet,E05000269,Crouch End,E09000014,Haringey,Hornsey,10003973644.0,Clifton Road,21100175.0,N8,529742.0,188220.0,529750,188250,0.7170014299291282,0.45560756032177796,0.2689587235990017,9
195730091.0,27/10/2009 16:29,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,CAT  STUCK IN DRAINPIPE,Cat,Person (land line),Pipe or drain,Outdoor Structure,Animal rescue from below ground,Animal rescue from below ground - Domestic pet,E05000530,Teddington,E09000027,Richmond upon Thames,Twickenham,100023000000.0,Broom Road,22403325.0,TW11,516784.0,171324.0,516750,171350,0.33492238276601455,0.21243147852320865,0.5223241617999304,16
197054091.0,29/10/2009 17:10,2009,2009/10,Special Service,1.0,1.0,260,0.001834862385321101,INJURED CAT TRAPPED IN DERELICT BUILDING,Cat,Person (mobile),Pre School/nursery,Non Residential,Other animal assistance,Animal assistance involving livestock - Other action,E05011104,London Bridge & West Bermondsey,E09000028,Southwark,Dockhead,200003000000.0,Stevens Street,22502387.0,SE1,533444.0,179440.0,533450,179450,0.5124970544711185,0.5188548164315776,0.2397788668752805,17
